1.0000e+00,5.4030e-01
1.0909e+00,4.6168e-01
1.1818e+00,3.7924e-01
1.2727e+00,2.9367e-01
1.3636e+00,2.0568e-01
1.4545e+00,1.1599e-01
1.5455e+00,2.5339e-02
1.6364e+00,-6.5520e-02
1.7273e+00,-1.5584e-01
1.8182e+00,-2.4487e-01
1.9091e+00,-3.3188e-01
2.0000e+00,-4.1615e-01
2.0909e+00,-4.9698e-01
2.1818e+00,-5.7370e-01
2.2727e+00,-6.4569e-01
2.3636e+00,-7.1235e-01
2.4545e+00,-7.7312e-01
2.5455e+00,-8.2751e-01
2.6364e+00,-8.7506e-01
2.7273e+00,-9.1539e-01
2.8182e+00,-9.4816e-01
2.9091e+00,-9.7309e-01
3.0000e+00,-9.8999e-01
3.0909e+00,-9.9872e-01
3.1818e+00,-9.9919e-01
3.2727e+00,-9.9141e-01
3.3636e+00,-9.7545e-01
3.4545e+00,-9.5143e-01
3.5455e+00,-9.1955e-01
3.6364e+00,-8.8008e-01
3.7273e+00,-8.3334e-01
3.8182e+00,-7.7971e-01
3.9091e+00,-7.1965e-01
4.0000e+00,-6.5364e-01
4.0909e+00,-5.8224e-01
4.1818e+00,-5.0603e-01
4.2727e+00,-4.2563e-01
4.3636e+00,-3.4173e-01
4.4545e+00,-2.5500e-01
4.5455e+00,-1.6616e-01
4.6364e+00,-7.5952e-02
4.7273e+00,1.4883e-02
4.8182e+00,1.0560e-01
4.9091e+00,1.9544e-01
5.0000e+00,2.8366e-01
5.0909e+00,3.6955e-01
5.1818e+00,4.5238e-01
5.2727e+00,5.3147e-01
5.3636e+00,6.0618e-01
5.4545e+00,6.7588e-01
5.5455e+00,7.4000e-01
5.6364e+00,7.9800e-01
5.7273e+00,8.4942e-01
5.8182e+00,8.9382e-01
5.9091e+00,9.3084e-01
6.0000e+00,9.6017e-01
6.0909e+00,9.8157e-01
6.1818e+00,9.9487e-01
6.2727e+00,9.9995e-01
6.3636e+00,9.9677e-01
6.4545e+00,9.8535e-01
6.5455e+00,9.6580e-01
6.6364e+00,9.3828e-01
6.7273e+00,9.0300e-01
6.8182e+00,8.6027e-01
6.9091e+00,8.1043e-01
7.0000e+00,7.5390e-01
7.0909e+00,6.9115e-01
7.1818e+00,6.2268e-01
7.2727e+00,5.4907e-01
7.3636e+00,4.7093e-01
7.4545e+00,3.8890e-01
7.5455e+00,3.0366e-01
7.6364e+00,2.1590e-01
7.7273e+00,1.2637e-01
7.8182e+00,3.5792e-02
7.9091e+00,-5.5081e-02
8.0000e+00,-1.4550e-01
8.0909e+00,-2.3472e-01
8.1818e+00,-3.2200e-01
8.2727e+00,-4.0661e-01
8.3636e+00,-4.8788e-01
8.4545e+00,-5.6511e-01
8.5455e+00,-6.3767e-01
8.6364e+00,-7.0497e-01
8.7273e+00,-7.6645e-01
8.8182e+00,-8.2159e-01
8.9091e+00,-8.6995e-01
9.0000e+00,-9.1113e-01
9.0909e+00,-9.4478e-01
9.1818e+00,-9.7063e-01
9.2727e+00,-9.8846e-01
9.3636e+00,-9.9813e-01
9.4545e+00,-9.9956e-01
9.5455e+00,-9.9273e-01
9.6364e+00,-9.7770e-01
9.7273e+00,-9.5460e-01
9.8182e+00,-9.2361e-01
9.9091e+00,-8.8500e-01
1.0000e+01,-8.3907e-01
