1.000000000000000000e+00 , 5.403023058681397650e-01 , 8.414709848078965049e-01
1.090909090909090828e+00 , 4.616791514089996773e-01 , 8.870469892594562422e-01
1.181818181818181879e+00 , 3.792430938247312033e-01 , 9.252970743422060940e-01
1.272727272727272707e+00 , 2.936749537688708722e-01 , 9.559053413015597966e-01
1.363636363636363757e+00 , 2.056814190518482799e-01 , 9.786190034210545674e-01
1.454545454545454586e+00 , 1.159892082670629099e-01 , 9.932504737303576858e-01
1.545454545454545414e+00 , 2.533906898727637108e-02 , 9.996789142433974984e-01
1.636363636363636243e+00 , -6.552033990114326800e-02 , 9.978512339318114099e-01
1.727272727272727293e+00 , -1.558386312017186470e-01 , 9.877825271916762517e-01
1.818181818181818343e+00 , -2.448698866850791411e-01 , 9.695559491823235732e-01
1.909090909090909172e+00 , -3.318788174579952455e-01 , 9.433220290667883035e-01
2.000000000000000000e+00 , -4.161468365471424069e-01 , 9.092974268256817094e-01
2.090909090909090828e+00 , -4.969779935455057585e-01 , 8.677631439116800793e-01
2.181818181818181657e+00 , -5.737047223085318670e-01 , 8.190622025224276737e-01
2.272727272727272485e+00 , -6.456933542311115160e-01 , 7.635968126582092230e-01
2.363636363636363757e+00 , -7.123493515724922398e-01 , 7.018250503610211632e-01
2.454545454545454586e+00 , -7.731222176082798159e-01 , 6.342570745687080569e-01
2.545454545454545414e+00 , -8.275100430577031485e-01 , 5.614509138283045875e-01
2.636363636363636687e+00 , -8.750636512382282683e-01 , 4.840078576651626885e-01
2.727272727272727515e+00 , -9.153903077136359423e-01 , 4.025674906694961530e-01
2.818181818181818343e+00 , -9.481569637984230692e-01 , 3.178024103126907973e-01
2.909090909090909172e+00 , -9.730930071311597596e-01 , 2.304126721177386927e-01
3.000000000000000000e+00 , -9.899924966004454152e-01 , 1.411200080598672135e-01
3.090909090909090828e+00 , -9.987158631657161445e-01 , 5.066186594627797996e-02
3.181818181818181657e+00 , -9.991910625262125922e-01 , -4.021468099759623049e-02
3.272727272727272929e+00 , -9.914141701184772115e-01 , -1.307591040359754597e-01
3.363636363636363757e+00 , -9.754494135284317302e-01 , -2.202236173688885690e-01
3.454545454545454586e+00 , -9.514286420503494934e-01 , -3.078693539250504929e-01
3.545454545454545414e+00 , -9.195502377735175203e-01 , -3.929724674969830578e-01
3.636363636363636243e+00 , -8.800774771896732185e-01 , -4.748301108222394706e-01
3.727272727272727515e+00 , -8.333363568523280973e-01 , -5.527662402391170238e-01
3.818181818181818343e+00 , -7.797129010453653919e-01 , -6.261371989775246227e-01
3.909090909090909172e+00 , -7.196499736962602700e-01 , -6.943370329738806079e-01
4.000000000000000000e+00 , -6.536436208636119405e-01 , -7.568024953079282025e-01
4.090909090909090828e+00 , -5.822389740055460283e-01 , -8.130176979309670093e-01
4.181818181818181657e+00 , -5.060257478629665018e-01 , -8.625183722679334863e-01
4.272727272727273373e+00 , -4.256333701396105007e-01 , -9.048957035059882470e-01
4.363636363636363313e+00 , -3.417257832017805974e-01 , -9.397997069030877837e-01
4.454545454545455030e+00 , -2.549959607293132424e-01 , -9.669421182323865160e-01
4.545454545454544970e+00 , -1.661601846035526686e-01 , -9.860987744909296415e-01
4.636363636363636687e+00 , -7.595212929816262670e-02 , -9.971114652109237531e-01
4.727272727272727515e+00 , 1.488319737150035731e-02 , -9.998892390840101729e-01
4.818181818181818343e+00 , 1.055956070985279577e-01 , -9.944091551074403235e-01
4.909090909090909172e+00 , 1.954359267190887151e-01 , -9.807164720485992415e-01
5.000000000000000000e+00 , 2.836621854632262463e-01 , -9.589242746631384540e-01
5.090909090909090828e+00 , 3.695457427227232805e-01 , -9.292125397536942222e-01
5.181818181818181657e+00 , 4.523773057281911814e-01 , -8.918266497824017813e-01
5.272727272727272485e+00 , 5.314727874367585203e-01 , -8.470753663129403366e-01
5.363636363636363313e+00 , 6.061789562513957286e-01 , -7.953282800189922508e-01
5.454545454545455030e+00 , 6.758788309121303017e-01 , -7.370127583189126641e-01
5.545454545454545858e+00 , 7.399967760039677378e-01 , -6.726104158454087045e-01
5.636363636363636687e+00 , 7.980032559988883278e-01 , -6.026531368998030436e-01
5.727272727272727515e+00 , 8.494192085693526018e-01 , -5.277186827405436764e-01
5.818181818181818343e+00 , 8.938200010551268226e-01 , -4.484259199843526056e-01
5.909090909090909172e+00 , 9.308389374078611667e-01 , -3.654297095275697016e-01
6.000000000000000000e+00 , 9.601702866503659672e-01 , -2.794154981989258602e-01
6.090909090909090828e+00 , 9.815718078392294821e-01 , -1.910936578100559391e-01
6.181818181818181657e+00 , 9.948667506776827096e-01 , -1.011936183562456154e-01
6.272727272727272485e+00 , 9.999453152561078584e-01 , -1.045784381997379338e-02
6.363636363636364202e+00 , 9.967655588645231157e-01 , 8.036429967028262122e-02
6.454545454545455030e+00 , 9.853537423878862000e-01 , 1.705227326844934999e-01
6.545454545454545858e+00 , 9.658041134234178759e-01 , 2.592728572265244891e-01
6.636363636363636687e+00 , 9.382781279111280792e-01 , 3.458817061996611875e-01
6.727272727272727515e+00 , 9.030031167059227037e-01 , 4.296339968151842159e-01
6.818181818181818343e+00 , 8.602704081037683137e-01 , 5.098380379502650550e-01
6.909090909090909172e+00 , 8.104329218275440061e-01 , 5.858314426676584086e-01
7.000000000000000000e+00 , 7.539022543433046009e-01 , 6.569865987187890610e-01
7.090909090909090828e+00 , 6.911452795786652281e-01 , 7.227158518505932827e-01
7.181818181818181657e+00 , 6.226802931172000788e-01 , 7.824763591083616632e-01
7.272727272727272485e+00 , 5.490727317130795759e-01 , 8.357745720522589128e-01
7.363636363636364202e+00 , 4.709305034774971532e-01 , 8.821703128616554812e-01
7.454545454545455030e+00 , 3.888989673038213968e-01 , 9.212804096636492135e-01
7.545454545454545858e+00 , 3.036556029952463542e-01 , 9.527818610624330109e-01
7.636363636363636687e+00 , 2.159044161131594419e-01 , 9.764145037343697764e-01
7.727272727272727515e+00 , 1.263701237553012113e-01 , 9.919831610577216630e-01
7.818181818181818343e+00 , 3.579216928205632142e-02 , 9.993592550319853052e-01
7.909090909090909172e+00 , -5.508138457810948102e-02 , 9.984818681743592439e-01
8.000000000000000000e+00 , -1.455000338086135381e-01 , 9.893582466233817874e-01
8.090909090909089940e+00 , -2.347170313467628333e-01 , 9.720637402947209793e-01
8.181818181818181657e+00 , -3.219955542979380803e-01 , 9.467411805833543248e-01
8.272727272727273373e+00 , -4.066147891883180598e-01 , 9.135997007515598289e-01
8.363636363636363313e+00 , -4.878758849994508928e-01 , 8.729130087448591091e-01
